Date,Close_TATAMOTORS.NS,High_TATAMOTORS.NS,Low_TATAMOTORS.NS,Open_TATAMOTORS.NS,Volume_TATAMOTORS.NS,Close_TCS.NS,High_TCS.NS,Low_TCS.NS,Open_TCS.NS,Volume_TCS.NS,Close_PEP,High_PEP,Low_PEP,Open_PEP,Volume_PEP,Close_HLF,High_HLF,Low_HLF,Open_HLF,Volume_HLF
,TATAMOTORS.NS_TATAMOTORS.NS,TATAMOTORS.NS_TATAMOTORS.NS,TATAMOTORS.NS_TATAMOTORS.NS,TATAMOTORS.NS_TATAMOTORS.NS,TATAMOTORS.NS_TATAMOTORS.NS,TCS.NS_TCS.NS,TCS.NS_TCS.NS,TCS.NS_TCS.NS,TCS.NS_TCS.NS,TCS.NS_TCS.NS,PEP_PEP,PEP_PEP,PEP_PEP,PEP_PEP,PEP_PEP,HLF_HLF,HLF_HLF,HLF_HLF,HLF_HLF,HLF_HLF
2008-01-14,130.68356323242188,133.05621452107027,129.5399155726213,130.56407846747047,5100792.0,179.40737915039062,186.6217457507508,178.37141214303648,186.6217457507508,4158864.0,46.8045539855957,47.69902555516301,46.64026546821202,47.61383822876242,7762500.0,8.934948921203613,9.178253880802817,8.848053878429054,9.178253880802817,1463600.0
2008-01-15,131.263916015625,134.84848578059072,129.49722432952115,132.74894662442543,6430700.0,175.45950317382812,180.68595645985704,174.3395488982505,180.12597932206825,2935588.0,45.53282165527344,46.57941402347817,45.459801963644956,46.2569138672229,9342100.0,8.550439834594727,9.00446474013034,8.506992312646847,8.958845214996716,3166400.0
2008-01-16,128.01219177246094,128.8742054996977,124.65805561182214,128.02072736926812,6286793.0,176.38351440429688,180.44334972757844,172.65966317404383,175.45954960389318,3131956.0,44.74787902832031,45.54499096127612,44.58967201180817,45.24074919848555,9636900.0,8.656885147094727,8.745952191643749,8.487440727877694,8.487440727877694,1378000.0
2008-01-17,125.74197387695312,128.87422578887205,124.66661083538234,128.02074752407603,4588343.0,172.23033142089844,180.3126671198716,171.5396905622795,180.27533302617974,6302096.0,43.87166213989258,44.84523487174471,43.71345512022881,44.84523487174471,10016800.0,8.45702838897705,9.00012036962704,8.307135300646989,8.737264049878668,3108800.0
2008-01-18,121.92693328857422,125.92117070177348,120.56137390440442,125.74193678519094,4087243.0,168.5904083251953,175.45945713446025,167.4517816081342,173.49953766646894,4333816.0,43.482242584228516,44.5166676106229,43.171914612074,44.13940606325149,8986000.0,8.64819622039795,8.776365949451717,8.380995089392812,8.380995089392812,3438400.0
2008-01-21,111.57431030273438,122.2170965908385,108.75785610791357,121.87571355789832,6548014.0,155.12295532226562,168.87039484393316,150.30715553583843,168.73973126904434,4840032.0,,,,,,,,,,
2008-01-22,111.10490417480469,117.77905348375522,90.55331728476793,108.39087022793181,7404746.0,149.3738555908203,184.79239866905607,135.3277667020865,152.07108025398642,6376872.0,42.253108978271484,42.59385835959234,40.99354792390374,41.3768909778897,14039600.0,8.31582260131836,8.546093856765976,8.178964044217906,8.28540958862937,5761200.0
2008-01-23,112.46192932128906,121.19293978816489,109.07364445017713,116.07211249500689,5487354.0,163.36981201171875,166.75168376040676,150.8259611540758,160.94347904515664,5359120.0,42.898101806640625,43.153663852172805,41.20043168869861,41.687220516499025,12136600.0,8.313653945922852,8.394031344492415,8.157243156323462,8.254999899823082,2483200.0
2008-01-24,112.41072845458984,118.35942728509447,110.09781977584167,114.8772574749457,6015239.0,157.9925537109375,166.3769791821079,154.7137281076865,163.00447284733545,2013336.0,42.4295539855957,43.001525284926856,42.32002677638584,42.770303239866216,8466700.0,8.632988929748535,8.730744805654812,8.320167475032617,8.320167475032617,3139200.0
2008-01-25,121.26976013183594,122.5585128887885,113.85310143842966,113.87016583571665,6360221.0,165.7399444580078,168.1943864678437,159.27597402887255,159.81932684209778,2243116.0,41.93668746948242,42.88592501674797,41.802820338306425,42.51474965934592,8446300.0,8.54826545715332,8.878465404086066,8.404889240733139,8.735089187665885,3668400.0
2008-01-28,121.662353515625,126.26257782553058,114.36517977944698,120.33948559151389,3236148.0,160.06283569335938,163.00441184949386,154.57314916762348,163.00441184949386,2485660.0,42.758121490478516,42.78246138072408,41.74804157826413,41.95492368181237,6940700.0,8.689471244812012,8.689471244812012,8.472234463691711,8.565646345868844,1699200.0
2008-01-29,122.18297576904297,125.88703016855561,119.65669766707353,122.9169554539961,2645856.0,162.573486328125,165.7398870733988,160.19399430108768,160.38135569793107,3258712.0,41.76021194458008,42.94067116603361,41.5594159609969,42.752042807192566,9401000.0,8.613439559936523,8.765504658897209,8.596060217945224,8.689472109416865,1917200.0
2008-01-30,118.96538543701172,123.56559595951663,117.13895818157555,123.56559595951663,3410791.0,162.97633361816406,167.12639382380473,161.13082812608977,165.25277954326882,3032856.0,41.00572204589844,41.839346505569964,40.8901086407803,41.44991725317114,8292500.0,8.550439834594727,8.67643673668177,8.45485512057088,8.613438699984526,2174000.0
2008-01-31,119.39212036132812,122.89988321183411,117.19868973755243,121.02224244499735,7490729.0,163.70703125,166.75165414878398,156.51234856415886,163.00442596566523,5966956.0,41.40731430053711,41.675043950126074,40.34246791146603,40.85967808625676,13195200.0,8.604747772216797,8.704676478006906,8.504819066426688,8.526542409879344,2024000.0
2008-02-01,128.61814880371094,129.72765392540416,120.51016193855257,120.85155858500661,7390604.0,174.15243530273438,176.32582314323278,163.6227214889658,165.81485233235063,4169520.0,41.88192367553711,42.0340445623647,41.36471358879554,41.58376339485509,7728300.0,8.780709266662598,8.826329615160883,8.569990177167483,8.60257519330345,2773200.0
2008-02-04,131.43458557128906,134.47294479790017,128.7034805828706,130.58112120878224,6396019.0,182.7991485595703,185.300418594249,175.93234889787647,177.05651726144117,3730520.0,42.119232177734375,42.1922472328035,41.69937704164257,41.89409159242871,5598600.0,8.967533111572266,8.991429287560418,8.758986022626972,8.867604401705872,2182400.0
2008-02-05,128.70350646972656,132.11739178983146,127.16726215319375,131.43461200746756,4576450.0,178.93954467773438,182.67740777000142,175.30473952810203,179.8669861120014,1722872.0,41.34645080566406,41.7663058944159,41.0178738101789,41.46206415296919,8681400.0,8.863260269165039,8.934948802807998,8.74812504340305,8.895846116946846,1599600.0
2008-02-06,125.62247467041016,126.82587154606978,119.929829392891,125.28109155871991,3378881.0,169.76821899414062,174.24616258537412,167.5948305727066,174.24616258537412,4007952.0,40.6041145324707,41.60810880461797,40.35463401669771,41.60810880461797,14149600.0,8.67209243774414,8.900191734898938,8.626472909790223,8.84588253627972,1218800.0
2008-02-07,122.06346893310547,127.83294682065193,119.15314359140697,126.31376039021332,2758557.0,164.70001220703125,169.7681350459696,163.20112122704916,169.7681350459696,2574652.0,42.84333419799805,42.916349261773114,41.255191567827346,41.802823115586925,15291100.0,8.700332641601562,8.739435327255796,8.537405060939763,8.602575927465978,996400.0
2008-02-08,121.35511779785156,124.60684034450904,118.9824665684329,122.38781626382563,1502333.0,168.3255157470703,173.3093252836769,164.87806081041697,165.6275065413734,2576820.0,42.47824478149414,42.93460754757761,42.289616323735515,42.825080298023096,6044800.0,8.817642211914062,8.906709271481168,8.656886606779628,8.678610785145183,992000.0
2008-02-11,119.631103515625,123.54853463115901,116.92559120867502,120.73208675105712,2940537.0,169.76821899414062,174.62088551566524,161.1495915974447,168.32554486102882,3200988.0,43.17799377441406,43.32402853204388,42.16791345746268,42.55125643712644,6934800.0,8.730744361877441,8.798088050220743,8.64602216509573,8.776364707499628,949600.0
2008-02-12,118.44476318359375,121.26122430534704,117.54862078767175,119.63108864646149,2793739.0,162.00205993652344,173.3093173076964,161.13082474012853,169.56208882536782,5161328.0,43.78646469116211,43.95683929954502,43.17798129416037,43.390949554639,6635300.0,8.689471244812012,8.77419345685812,8.630817214466424,8.763331783540616,886000.0
2008-02-13,122.01228332519531,122.88281899252142,119.4860051014879,119.4860051014879,2951960.0,162.80767822265625,168.0631627989762,159.50074519422094,163.94121231784192,2185376.0,43.5856819152832,44.26718527042173,43.45790090663756,44.03596315606703,6603300.0,8.576508522033691,8.695988592916555,8.554785174125026,8.678610080328143,1354800.0
2008-02-14,125.14453887939453,126.96243084048272,123.16448415951946,123.59975885151086,2920008.0,163.71644592285156,168.6253185957667,161.3182214566168,165.81489661917058,2246480.0,43.549156188964844,43.895991536783875,43.32401566262763,43.683023278010765,7899600.0,8.49830150604248,8.63950572631674,8.472233327836866,8.598231041766814,1637200.0
2008-02-15,128.33648681640625,129.04485963303327,122.0464058643132,123.75334812843955,2858118.0,163.51031494140625,166.19894676750675,161.13082259961084,161.13082259961084,2213044.0,43.646522521972656,43.670857776151266,43.30576861278454,43.50656927746245,5963300.0,8.572163581848145,8.624300776360778,8.483096530604032,8.506992710226797,2956000.0
2008-02-18,125.0677261352539,128.8742082322385,123.59121736516715,123.59121736516715,2200760.0,159.85678100585938,163.94125806246004,159.25722211781832,163.51032904267993,1723160.0,,,,,,,,,,
2008-02-19,126.2540283203125,128.15726221913255,125.477370689062,126.31376389640968,4935313.0,164.0255584716797,165.62749633576425,160.19401512112947,160.38137654232375,1947288.0,43.287513732910156,44.11505162442616,43.25708770243188,44.11505162442616,4920800.0,8.987085342407227,9.210839788965643,8.652541331540627,8.652541331540627,6876400.0
2008-02-20,121.2441635131836,126.10895052857971,119.48600736122755,126.10895052857971,2447949.0,166.02098083496094,167.6229304250097,163.61339071052612,164.8593489615339,3060624.0,43.27534866333008,43.78647258057268,42.65469288683751,43.78647258057268,5848300.0,9.087015151977539,9.115255337485912,8.798089828957847,8.854571028667165,4634400.0
2008-02-21,120.86009979248047,124.43613400855105,120.03222851685994,122.04642533097964,2500190.0,171.3700714111328,174.43342505344788,165.25271847168747,168.25050021267046,3562052.0,43.251007080078125,43.61609624135766,43.09888620934827,43.506569028737744,5531400.0,9.123944282531738,9.223872997216121,9.069635090373811,9.069635090373811,2582000.0
2008-02-22,118.811767578125,120.93691367532075,117.77906911778491,120.93691367532075,4069537.0,168.72833251953125,172.5411444592699,165.8148645870772,172.3725145989955,2401516.0,43.433563232421875,43.50049680834157,42.92243917161185,43.43964936905877,4771900.0,9.341182708740234,9.341182708740234,9.11308422693976,9.12394590156023,4032000.0
2008-02-25,120.48456573486328,122.04643038491814,118.63254517077458,119.50308087144694,2521251.0,168.7657470703125,174.05870555461595,166.7984527664121,173.87134419233973,3255460.0,43.56132888793945,43.76821567938735,43.1779859774983,43.40312653005858,4681000.0,9.321629524230957,9.34335286918691,9.171736455172903,9.341180866168312,2551200.0
2008-02-26,120.19439697265625,121.87573280063869,119.51161720726091,121.19295303524336,3714271.0,168.3255157470703,173.12196385093782,167.68848230150363,173.12196385093782,4999584.0,43.40313720703125,43.54308583822647,43.14757520387006,43.269270069462564,4673000.0,9.341182708740234,9.38245740377508,9.280356667911482,9.321631362946327,2313200.0
2008-02-27,120.82596588134766,122.54997973092554,120.33949123391665,120.35654883568593,5043067.0,164.41897583007812,171.40755297862137,163.76321100367483,170.12413210691304,2364056.0,43.324031829833984,43.64044591153857,43.20842309899257,43.20842309899257,4520400.0,9.384835243225098,9.821339208026265,9.384835243225098,9.712213216825972,11350000.0
2008-02-28,121.1587905883789,122.02933974201106,120.05782114120224,120.33946859727665,5802862.0,165.0467071533203,166.75169178722766,163.37918566119384,165.81488452999605,5579004.0,43.238853454589844,43.330126944855515,42.80683055251907,43.330126944855515,4804800.0,9.413202285766602,9.655461966355574,9.31062365243783,9.428479848275392,4770800.0
2008-02-29,119.54574584960938,122.04641710857084,117.14748814575445,121.15879671974709,9128636.0,164.390869140625,167.0701344205141,161.78654154668672,164.87800412401197,3416480.0,42.32612228393555,43.001539523986594,42.19834127127209,42.84941860762126,5893400.0,9.129476547241211,9.3957432749074,9.116381134707522,9.371735434878063,3218400.0
2008-03-03,118.64959716796875,121.18441096521826,116.92558344933242,119.54575320751817,3717396.0,158.99488830566406,162.76085951642673,157.38358475033053,162.25498142117408,3141328.0,42.697288513183594,42.74596831012332,42.08880497851992,42.32003169280312,5024400.0,9.71220874786377,9.744946863185882,9.13384092760549,9.218959860930012,4481200.0
2008-03-04,119.86153411865234,120.67233422859053,117.50595415664837,119.9980900697126,4478580.0,160.906005859375,163.00445631981455,158.71387467691255,160.7561189912654,3010532.0,42.61818313598633,42.81289766224578,42.180074291312444,42.180074291312444,5965200.0,9.640186309814453,9.792962810866994,9.511418484250614,9.75804253913198,4991200.0
2008-03-05,120.22852325439453,121.52581157738977,119.48600792038475,119.99808933580032,3383989.0,163.9974365234375,165.40264706962648,158.32038820396048,158.32038820396048,2209348.0,42.99442672729492,43.26360221186316,42.211375863843315,43.025016547759975,6690200.0,10.05049991607666,10.05049991607666,9.618361250218383,9.640186107382615,5860000.0
2008-03-06,,,,,,,,,,,42.89653396606445,43.37370514146387,42.79865030580313,42.82312122086846,6138800.0,9.83224868774414,10.017763316608741,9.81042382908477,9.92173194035154,4060800.0
2008-03-07,114.67243194580078,119.67377482451332,112.31684525400225,119.67377482451332,2986469.0,158.53590393066406,162.27375590862266,157.8051896625138,161.6179907987161,1996828.0,42.57231521606445,43.01278253229903,42.38879027920119,42.72525499712636,7205600.0,10.166173934936523,10.187998791982054,9.664193897240049,9.664193897240049,4207600.0
2008-03-10,115.18451690673828,119.43479541106916,104.40516631814052,114.79192024529178,2751606.0,156.19383239746094,160.00663223297514,155.5099587275988,158.5358498481778,2494168.0,42.22359848022461,42.69465546095128,42.10736745956555,42.69465546095128,4702000.0,9.79951000213623,10.192363229930573,9.773319176402369,10.192363229930573,3537200.0
2008-03-11,111.51457214355469,115.21863323727449,110.96835519270874,115.21863323727449,4872478.0,154.29209899902344,157.3835618204975,153.6363341581047,157.3835618204975,4043520.0,42.79253005981445,43.08617636398215,42.199127890767706,43.08617636398215,7215600.0,9.71220874786377,9.97629332523731,9.550701988874128,9.87589765934462,4286800.0
2008-03-12,110.11487579345703,114.19446905920225,108.95415714229787,114.19446905920225,8750288.0,154.30152893066406,159.25724186160232,151.80962378630974,157.19626579045217,1884412.0,42.553955078125,43.018893230792244,42.45607606392448,42.8047785115872,6049100.0,10.268754005432129,10.327682131406366,9.670744133068597,9.801694969079048,6789600.0
2008-03-13,106.0608901977539,115.21863273552312,104.83189356888215,109.24434111333733,4636185.0,146.08570861816406,152.69956478106369,142.58204760538584,152.69956478106369,3408600.0,42.35818099975586,42.66406042138074,41.75865994708685,41.98500773198553,6734000.0,10.2338285446167,10.303669066130626,10.146528309006637,10.146528309006637,4508400.0
2008-03-14,108.84320831298828,110.0978117215483,106.51322861256077,106.51322861256077,2572245.0,150.61045837402344,152.30608821007297,140.5210514538873,146.1418935120428,2216056.0,41.874900817871094,42.67018936837973,41.61796316334394,42.67018936837973,7798000.0,10.196728706359863,10.332044646888145,10.019944373324199,10.288394101779534,1802400.0
2008-03-17,104.02108764648438,107.48617903727633,101.92154874317356,106.6839214531357,4033244.0,148.36207580566406,149.4581465304278,144.03403332962068,145.2050417306745,1958904.0,42.30314254760742,42.85372666911422,41.56902882981452,41.59961865164604,9426100.0,9.858438491821289,10.12688907695769,9.764590935369629,10.102881233362973,3110400.0
2008-03-18,105.73658752441406,106.68394362463057,101.90449873137891,104.02110926457809,6948718.0,153.20538330078125,155.2850897810134,144.26824432006188,148.0154714452583,3596080.0,42.83535385131836,43.04335429330287,42.31535974738173,43.01888337851941,7871800.0,10.166173934936523,10.236014476560134,10.011214452679518,10.094150408069403,4012400.0
2008-03-19,111.062255859375,111.80477806738124,107.87880427904491,108.0665738272571,5817860.0,152.03443908691406,157.38360578202133,150.92900204347703,155.1352685565639,4361924.0,42.933250427246094,43.740772188650205,42.65796072097128,42.82313361126594,6252600.0,10.29057788848877,10.356053294969177,10.196729500593031,10.231649772886914,3461200.0
2008-03-20,,,,,,,,,,,43.551124572753906,43.6918265286149,42.82312987138806,43.12900937046941,7360200.0,10.473910331726074,10.4760924846651,10.174904592612771,10.364784368344147,5299600.0
2008-03-24,113.20446014404297,114.35664331601156,111.28414806157174,111.28414806157174,5568938.0,154.32962036132812,156.91520594529985,152.0344427221282,152.0344427221282,3301984.0,43.710166931152344,43.99769433062391,43.34923145852176,43.67958178978592,4580400.0,10.467360496520996,10.583034564939068,10.353869413250093,10.476090771979887,7492000.0
2008-03-25,116.08919525146484,116.92558856322613,114.36518145742652,114.36518145742652,2908533.0,164.22230529785156,168.59719043119009,156.44680538928245,157.38361260718233,2928896.0,43.76523208618164,44.175109427332806,43.55111740553178,43.74076117020023,4777300.0,10.600492477416992,10.716165693564355,10.404065475879255,10.519739524591367,9392800.0
2008-03-26,115.85874938964844,118.46183420950356,111.13051194011663,117.77905452108762,9343419.0,164.56890869140625,176.119745511152,159.5476246171513,176.119745511152,2171768.0,43.53276062011719,43.89369608979612,43.47158100318563,43.62452071081558,3740700.0,10.751087188720703,10.844935563256689,10.441169920301283,10.596128554510992,6258400.0
2008-03-27,111.864501953125,114.97966824013753,107.2557558998272,114.36517329693554,21297491.0,159.7255859375,164.12857862903223,157.5896615043763,163.3791330645161,6151152.0,43.551124572753906,43.985472901367324,43.398184823213235,43.70406432229458,5078000.0,10.61577033996582,10.888585165037165,10.60485791347592,10.803467072825269,3992800.0
2008-03-28,110.27704620361328,111.63406325638772,108.06655789586578,111.63406325638772,11992442.0,163.20111083984375,163.88498438018658,159.6318792080572,159.81924056863002,3633696.0,43.777462005615234,44.04663739435484,43.67958301620515,43.67958301620515,3770100.0,10.061410903930664,10.454264937152187,9.899904985886096,10.244742508579105,12978000.0
2008-03-31,106.29134368896484,110.09782557495633,105.37812320799895,109.41504581232495,6071796.0,151.84713745117188,163.20124033689663,149.32712286475802,163.20124033689663,4051860.0,44.169002532958984,44.26076732598582,43.60618531450961,43.92430264135579,6499000.0,10.36696720123291,10.430260463961321,9.932645472157885,10.094152274884676,4999600.0
2008-04-01,107.23015594482422,108.47622389819843,105.01966753590594,106.68393893782448,3258634.0,155.95028686523438,159.80057352810675,151.76276333992362,153.63637770214493,2086728.0,44.12615966796875,44.15063057955389,43.4593448298331,43.97933886580709,6937200.0,10.668155670166016,10.803471647583166,10.314586907707312,10.356055311519514,6694800.0
2008-04-02,108.5188980102539,109.58573199286015,107.70809793128494,109.58573199286015,5036429.0,159.49143981933594,162.81710567166277,159.1167169063977,159.25723799874956,1428844.0,43.69181823730469,44.00381657401856,43.58170145183802,43.86310997750842,5123100.0,10.698708534240723,10.748906372723312,10.561209600314097,10.67688284409724,4878800.0
2008-04-03,107.4008560180664,110.95129720234016,105.83900495185325,109.24435458666458,4592998.0,165.88983154296875,167.12641253229438,159.2572316731505,159.2572316731505,3287172.0,43.6795654296875,43.98544473288231,43.471565076494194,43.471565076494194,4699100.0,10.755453109741211,10.803468793019848,10.604859602046725,10.681247432203731,5036400.0
2008-04-04,104.58438873291016,108.34819219204023,103.01399546423008,107.53739896496222,3799920.0,163.54776000976562,166.73290360285043,161.14015931479022,166.00218961606657,2020844.0,43.75910949707031,44.120049643145215,43.61840757623995,43.74075747847066,4569600.0,10.912596702575684,11.150491343994435,10.781645875170797,10.825295595929056,4833200.0
2008-04-07,107.88732147216797,108.3908740541614,104.84896197200673,104.97698911335084,5597790.0,169.3934783935547,172.3912615231697,164.54082381387144,167.6884938128402,3659528.0,43.961002349853516,44.08335228357132,43.526654017599256,43.99159216695836,5689100.0,10.89077091217041,11.06755443081393,10.770731692640878,10.97588902597136,3072000.0
2008-04-08,107.46913146972656,108.40794512919233,106.1718499474391,108.40794512919233,2530488.0,166.255126953125,169.93678288762226,163.94121833149887,169.56206010286454,4055352.0,43.606163024902344,43.85698635314209,43.51439827878173,43.6795757552686,5376700.0,10.912596702575684,11.010810239411876,10.67688421416882,10.862398857651641,2452400.0
2008-04-09,107.83611297607422,108.17750282389065,106.00115018939941,106.17184171537941,1844376.0,164.17543029785156,167.1263724116218,162.817060118497,164.87803556303496,1482600.0,43.416534423828125,43.63676802426617,43.2024197198885,43.545003246191904,4305200.0,10.665969848632812,10.995530675488025,10.528471754576309,10.995530675488025,3169200.0
2008-04-10,106.39375305175781,109.41504148927906,105.65976653489354,105.83046486673555,12419451.0,168.5409393310547,172.30691020391228,164.31594219236817,164.87802637318586,2925932.0,43.86311340332031,44.09558478376754,43.275825390746135,43.33700035026111,6035600.0,10.607041358947754,10.82529324561388,10.462995147050707,10.539383806922775,3203200.0
2008-04-11,106.2486572265625,108.39087431343498,105.7451114392211,108.22017598847222,1673714.0,170.1241455078125,173.3092892012407,167.36056495027918,169.1967043217173,2189264.0,43.6795654296875,43.942621817128945,43.50215487375278,43.85697598562222,4302000.0,10.02649211883545,10.31022025863852,9.675107254544379,10.268751864248719,14967200.0
2008-04-14,,,,,,,,,,,43.404300689697266,43.967122536420355,43.38594866583636,43.67959504966366,4760600.0,10.203277587890625,10.366966533150903,10.070143779201862,10.070143779201862,5374800.0
2008-04-15,106.43643188476562,108.20311693237737,102.80917702069728,105.31838423470491,3418128.0,182.5181884765625,184.55105593981733,164.95304990361035,172.74728281879348,5703772.0,43.569480895996094,43.71630176318736,43.3003054166861,43.5878329209761,3739900.0,10.107246398925781,10.360418584907888,10.06141286440934,10.207642079171364,3997600.0
2008-04-16,104.72948455810547,108.04949176923175,104.37956588038622,107.53741035141275,4550343.0,182.0966033935547,187.73617863662827,180.24172040762113,184.55103388930024,6438768.0,43.50217819213867,43.8508805980011,43.06171101265977,43.8508805980011,7591500.0,10.380060195922852,10.456448024454295,10.113792623502016,10.113792623502016,4642000.0
2008-04-17,105.39518737792969,106.47909932939746,104.89164158395393,106.00115352740382,3572607.0,187.53012084960938,189.2351058428492,183.52994615679611,187.3052847733616,3999556.0,43.2941780090332,43.606176374418354,43.049478167598096,43.2941780090332,4670800.0,10.705254554748535,10.796920777344436,10.399702422080185,10.399702422080185,4580800.0
2008-04-18,,,,,,,,,,,43.1901741027832,43.79581406059797,42.73747385826961,43.77134781373747,8110400.0,10.696525573730469,10.932238032436604,10.637598291618886,10.816564788385417,4196000.0
2008-04-21,106.18038940429688,107.84466085454113,105.830470716806,105.830470716806,1883211.0,186.12481689453125,193.91904645811167,184.85075024272584,189.04765012196586,3399296.0,42.76194763183594,43.294174882608615,42.719124695942156,42.87817864791907,5314300.0,10.32331371307373,10.683429646550367,10.240377765912381,10.580850996970932,2970800.0
2008-04-22,108.01534271240234,108.33966137671445,105.48907136912152,106.68393246747418,2685411.0,166.22705078125,184.54162921937055,165.2527691296402,184.54162921937055,13785196.0,42.27254104614258,42.73136024273751,41.985013602833725,42.66406638718223,7486600.0,9.509234428405762,10.33204412313088,8.996342838932835,10.33204412313088,19535600.0
2008-04-23,108.46768188476562,109.0395056113145,107.9214581484466,108.04947848716435,1415196.0,166.59242248535156,169.69325190989167,164.88742658613597,166.18959083073022,6326156.0,42.327606201171875,42.804777468732276,42.082901670606084,42.27254546480298,7170900.0,9.644550323486328,9.906452747248714,9.238602524104214,9.238602524104214,6790000.0
2008-04-24,109.4321060180664,110.95128574049853,106.45348894695195,108.90295345411974,4902458.0,166.8921356201172,169.5433035050902,161.880219113984,169.37467370259438,15290096.0,41.599613189697266,42.57230778718676,41.599613189697266,42.09513650031637,10145400.0,9.607449531555176,9.720940628838182,9.402293028331083,9.624909252063718,3153600.0
2008-04-25,109.12487030029297,111.9242537556383,108.41648374298694,110.28558910931422,3172718.0,166.6204376220703,170.8735423335059,165.81478614600078,170.8735423335059,6828568.0,41.367130279541016,41.8137115740995,41.11630694004589,41.78312643558607,8427200.0,8.747538566589355,9.600903658855767,8.44198550318054,9.600903658855767,18958800.0
2008-04-28,108.23724365234375,110.59282337485902,107.02531140886374,109.93565047564181,1729384.0,165.196533203125,167.87579868519325,134.90019537203028,151.5753584110729,6598136.0,41.697486877441406,42.02783256043242,41.16525497955627,41.324313592835125,8480400.0,9.026897430419922,9.11201552607589,8.73007475552181,8.736622045167714,8106400.0
2008-04-29,109.21875,110.70379431902266,107.7934548579611,108.56157701175108,1437896.0,170.6019744873047,174.2461571580052,163.03257839257506,165.2621728969787,16209848.0,41.72195816040039,41.90548771074525,41.46502052379786,41.72807705670531,4848400.0,9.258245468139648,9.465584945694182,9.035629256310095,9.066184389990037,6794400.0
